date,username,tweet,Subjectivity,Polarity,Analysis
2022-10-06 15:57:02,tauberitamedia,Presiden Joko Widodo Jokowi Meninjau Nomor Kesiapan Fasilitas Depan G20 Bali 2022 KTT,0,0,Neutral
2022-10-06 15:56:32,Hadimakpul,"Presiden Ulasan Konstruksi Infrastruktur Jalan Nusa Dua Area Badung Regency, Provinsi Bali Lulus Para Pemimpin Dunia menghadiri KTT G20 November",0,0,Neutral
2022-10-06 15:51:53,RCyberProjo,"Implementasi G20 Bali 2022 Summit berjalan dengan lancar melihat semuanya hampir siap, Alhamdulillah Hope nanti juga terjadi dengan baik dengan lancar jokowi",0.375,0.25,Positive
2022-10-06 15:51:48,RCyberProjo,Meninjau Presiden Tahura Ngurah Rai menunjukkan presiden lingkungan kepedulian Indonesia Joko Widodo meninjau nomor fasilitas kesiapan dukungan G20 Bali 2022 KTT. Presiden berharap persiapan dibuat,0,0,Neutral
2022-10-06 15:51:34,DediPrima13,Peran Polisi Bali Hubungan Masyarakat Implementasi Informasi Tombak G20 KTT Baca Berita Indonesia,0.06666666667,0,Neutral
2022-10-06 15:46:36,bara_juang,"Jokowi meninjau Tahura Ngurah Rai Bali Forest Park Denpasar Tahura City, One Places Series G20 Bali Summit 2022 Bulan depan Tahura, juga pembibitan kemudian",0,0,Neutral
2022-10-06 15:28:02,WarasBareng,"Meninjau Tahura Ngurah Rai Rai Raya Taman Hutan Denpasar Tahura City Satu Tempat Seri G20 Bali KTT 2022 Bulan depan Tahura, juga pembibitan pria kemudian",0,0,Neutral
2022-10-06 15:20:03,alineadotid,Presiden Jokowi Bali G20 Fasilitas KTT hampir siap,0.5,0.2,Positive
2022-10-06 15:17:50,gpnasdempapua,"Meninjau Tahura Ngurah Rai Rai Raya Hutan Taman Denpasar Tahura Kota Satu Tempat Seri G20 Bali KTT 2022 Bulan depan Tahura, juga pembibitan kemudian",0,0,Neutral
2022-10-06 15:13:11,AlySangadji,"Jokowi meninjau Tahura Ngurah Rai Bali Forest Park Denpasar Tahura City, satu tempat seri G20 Bali 2022 KTT bulan depan Tahura.",0,0,Neutral
2022-10-06 15:08:39,KerjaHasil_id,Ulasan Presiden Tahura Ngurah Rai Bali One Places Seri G20 Bali 2022 Acara KTT,0,0,Neutral
2022-10-04 11:37:31,papaAntar,Infourourism Tourist Holidays Bali Summit G20 Sandiaga memastikan masih tersedia kamar hotel Sanur Ubud,0.4,0.4,Positive
2022-10-04 11:34:32,redidit11,Mengadakan Pertemuan Puncak G20 Negara Bali November 2022 Mendekati Presiden Kabinet Pemimpin Kabinet Menyelesaikan Berbagai Persiapan G20 KTT Merdeka Palace Senin 3 Oktober 2022,0.5,0,Neutral
2022-10-04 11:07:51,santakalsel1,Menparekraf Menyebutkan hotel penerbangan Bali Ready G20 Summit,0.5,0.2,Positive
2022-10-04 9:53:32,Kemenperin_RI,"Host Indonesia KTT G20 Memastikan Kebutuhan Konferensi Logistik Mendukung Persyaratan Bertemu Acara Teratas Bali 15 November, Lanjutkan Memenuhi Kebutuhan Delegasi Tamu, G20updates G2022",0.375,0.375,Positive
2022-10-04 9:52:52,astarte2017,Pastikan Kesiapan Bali Presiden Presiden Joko Widodo Langsung Mengamati Lokasi G20 Pertemuan Presiden Juga Ingin Memastikan Pertemuan Agenda Terperinci G20 KTT Tutup KTT ASEAN APEC Indonesiamju Jokowi,0.4166666667,0.2333333333,Positive
2022-10-04 9:52:50,astarte2017,Pertemuan puncak G20 Negara Bali November 2022 Mendekati Presiden Joko Widodo Kembalikan Kabinet Pertemuan Pemimpin Menyelesaikan berbagai persiapan G20 KTT Merdeka Palace Jakarta Senin 3 10 22 Jokowi,0.5,0,Neutral
2022-10-04 9:36:12,diiddaaa,Memegang Pertemuan Puncak G20 Negara Bagian Bali November 2022 Presiden Lebih Dekat Joko Widodo Kabinet Pertemuan Dipimpin Menyelesaikan Berbagai Persiapan G20 KTT Merdeka Palace Jakarta,0.5,0,Neutral
2022-10-04 9:04:08,kumparan,"Sandiaga mengatakan persiapan G20 Summit Bali juga koridor, alias trek Kumparantravel",0,0,Neutral
2022-10-04 8:19:57,forjakeu,Temui Menteri Luar Negeri Retno Sekretaris Jenderal Konfirmasi PBB,0.3392857143,-0.025,Negative
2022-10-04 8:13:12,riea_mariska86,Sekretaris Jenderal PBB Antonio Guterres mengkonfirmasi kehadiran Menteri Luar Negeri Indonesia Retno Marsudi Meeting Sekretaris Jenderal PBB Antonio Guterres Dikonfirmasi Akan Menghadiri Konferensi Tingkat Tinggi G20 KTT 15 November 16 Bali,0.6108333333,0.1558333333,Positive
2022-10-04 7:47:27,MpokMae,Presiden Returned Rapat Finalisasi Persiapan KTT G20 Diadakan Puncak Pertemuan G20 Negara Bali November 2022 Menjadi Lebih Dekat,0,0,Neutral
2022-10-04 7:47:12,GueTionghoa,Presiden Returned Rapat Finalisasi Persiapan KTT G20 Diadakan Puncak Pertemuan G20 Negara Bali November 2022 Menjadi Lebih Dekat,0,0,Neutral
2022-10-04 7:46:53,DivaCatrii,Presiden Returned Rapat Finalisasi Persiapan KTT G20 Diadakan Puncak Pertemuan G20 Negara Bali November 2022 Menjadi Lebih Dekat,0,0,Neutral
2022-10-04 7:45:58,MSNindonesia,Pemerintah Tentu Hotel Bali SIMPLEY SIMPLEG G20,0.762962963,0.5,Positive
2022-10-04 7:35:43,nusabalicom,Acara Sisi Agenda Terbuka G20 1 KTT 1 182 Personil Secure Kunker Presiden Bali Nusabali Berita KTTG20 Keamanan Kunker,0.55,0.2,Positive
2022-10-04 6:48:02,KompasTravel,Pemerintah Tentu Hotel Bali SIMPLEY SIMPLEG G20,0.762962963,0.5,Positive
2022-10-04 1:39:59,KatokRombeng,Departemen KTT G20 Kementerian KTT Memperkuat Rabies Control Bali,0,0,Neutral
2022-10-03 23:18:15,hariankompas,"Substansi Persiapan Teknis KTT G20, Lives Weeks, terus matang Presiden Pemerintah Jokowi Review Lokasi G20 Rapat Bali November 2022 Ekonomi Kompas",0.1,0,Neutral
2022-10-03 23:03:55,mamavanenbas,Mengadakan Pertemuan Puncak G20 Negara Bali November 2022 Presiden Dekat Kembali Pertemuan Kabinet Pimpinan Menyelesaikan berbagai persiapan G20 KTT Merdeka Palace Jakarta Senin 3 Oktober 2022,0.5,0,Neutral
2022-10-03 23:00:03,CEOfficialID,Turis Liburan Bali G20 Summit Sandiaga Uno Kamar Hotel Masih Tersedia Ubud Sanur,0.4,0.4,Positive
2022-10-06 15:08:38,KerjaHasil_id,Meninjau Tahura Ngurah Rai Presiden Menunjukkan Lingkungan Kepedulian Indonesia Presiden Joko Widodo Meninjau Nomor Fasilitas Kesiapan Dukungan G20 Bali 2022 Acara KTT,0,0,Neutral
2022-10-06 15:04:11,ptinka,Kepala SBU Tier 1 2 Pt Inka Persero MR. FEBRY PANDU WIJAYA Tinjau Persiapan SPKLU PUBLIK PUBLIK PUBLIK ENGERGING G20 Summit Hoho Terminal Benoa Port Bali,0.06666666667,0,Neutral
2022-10-06 15:01:40,jokowi,"Meninjau Tahura Ngurah Rai Rai Raya Hutan Taman Denpasar Tahura Kota Satu Tempat Seri G20 Bali KTT 2022 Bulan depan Tahura, juga pembibitan menghasilkan 6 juta bibit pohon",0,0,Neutral
2022-10-06 14:59:02,tauberitamedia,Presiden Joko Widodo Jokowi Meninjau Nomor Fasilitas Kesiapan Dukungan G20 Bali 2022 Acara KTT,0,0,Neutral
2022-10-06 14:57:24,yulitasaarii___,"Presiden Jokowi meninjau nomor fasilitas kesiapan Dukungan G20 Bali Summit 2022 Acara, satu ulasan Tahura Ngurah Rai Bali, Kepala Negara Bagian, dianggap Tahura Ngurah Rai akan menampilkan keprihatinan Indonesia THP Environment World",0,0,Neutral
2022-10-06 14:56:37,djppkemenkumham,Sahabatpppp Menteri Hukum Hak Asasi Manusia Yasonna H Laoly Menghadiri Pertemuan Koordinasi Kesiapan G20 KTT Kepresiden,0.34,0.03,Positive
2022-10-06 14:45:04,pnugroho28,Membuka Presiden WCCE ke -3 Meninjau Infrastruktur Jalan Konstruksi Nusa Dua Bali Area Lulus Para Pemimpin Dunia menghadiri KTT G20 November,0,0,Neutral
2022-10-06 14:40:27,KerjaHasil_id,Presiden Joko Widodo Meninjau Infrastruktur Jalan Konstruksi Nusa Dua Area Badung Badung Regency Bali Provinsi Lulus Para Pemimpin Dunia menghadiri KTT G20 November,0,0,Neutral
2022-10-06 14:37:21,setkabgoid,Ulasan Presiden Tahura Ngurah Rai Bali Taman Hutan Kota Denpasar Kamis 06 10 2022 Satu Fasilitas Dukungan G20 Bali 2022 KTT Potretkabinet BPMI Setpres,0,0,Neutral
2022-10-06 14:33:53,setkabgoid,Membuka WCCE ke -3 Kamis 06 10 2022 Presiden Meninjau Infrastruktur Jalan Konstruksi Nusa Dua Area Badung Bali Regency Lulus Para Pemimpin Dunia menghadiri KTT G20 November,0,0,Neutral
2022-10-06 14:30:11,100kpjcom,KTT Konferensi Level Tinggi Bali G20 terjadi 15 November 16222 Nomor yang dicatat menyiapkan acara mobilitas kendaraan yang bertenaga listrik.,0.54,0.16,Positive
2022-10-06 14:29:40,2Mikeadamhalik,"Presiden Ulasan Nomor Fasilitas Dukungan Kesiapan G20 Bali 2022 Acara KTT, Presiden berharap persiapan dilakukan G20 Bali 2022 Summit, berjalan dengan lancar",0.5,0.4,Positive
2022-10-06 14:26:26,2Mikeadamhalik,"Pembukaan Konferensi Dunia Ekonomi Kreatif WCCE 3 Presiden Meninjau Infrastruktur Jalan Konstruksi Nusa Dua Area Badung Regency, Provinsi Bali Meloloskan Pemimpin Dunia menghadiri KTT G20 November",1,0.5,Positive
2022-10-06 14:22:34,yulitasaarii___,Pembukaan Konferensi Dunia Kreatif Ekonomi Kreatif WCCE Kamis 6 Okt 2022 Presiden Jokowi Meninjau Infrastruktur Jalan Konstruksi Nusa Dua Area Badung Regency Bali Provinsi Lulus Para Pemimpin Dunia Menghadiri KTT G20 November,0.5,0.25,Positive
2022-10-06 14:00:14,rumah123,Persiapan Made Government Indonesia Welcome kedatangan tamu G20 Summit berlangsung Bali 15 November 1622 123info rUMAH123 RUMAH123Info,0.9,0.8,Positive
2022-10-06 13:57:11,RianiMaya23,Dukung orang East nusa tenggara g20 summit bali g20indonesia recovertogetherrecoverstronger g20indonesia2022 groupoftwentyindonesia,0,0,Neutral
2022-10-06 13:30:00,kabarotocom,Total 20 Honda PCX Motor Listrik Digunakan Tahan G20 Bali Summit Kabarotucom Honda Honda Kttg20bali Otomotif Beritaotomotif,0.75,0,Neutral
2022-10-06 13:01:11,berlianmedia1,PT Astra Honda Motor AHM Menyerahkan 20 Honda PCX Unit Listrik Bali Departemen Transportasi Provinsi Kendaraan Operasional Petugas Persiapan Holding G20 Konferensi KTT Presiden,0,0,Neutral
2022-10-06 13:00:36,nolantv_viral,Luhut meminta Bali mendaftar sekolah online juga dengan KTT Bali Berita Terbaru,0.9,0.5,Positive
2022-10-06 12:43:16,indo_pejuang,Pemerintah Memastikan Hotel Bali Ready Sambuy Ktt G20 Indonesia Ready Host G20 Jambi G20indonesia Recovertogerrecoverstronger G20indonesia2022 Groupoftwentyindonesia,0.6296296296,0.3,Positive
2022-10-06 12:43:04,indo_pejuang,Jaringan Telekomunikasi G20 Summit Bali disiapkan jambi g20indonesia recovertogetherrecoverstronger g20indonesia2022 groupoftwentyindonesia,0,0,Neutral
2022-10-06 12:42:51,indo_pejuang,"G20 Summit Bali, Tingkatkan Sektor Pariwisata meningkat secara dramatis Jambi G20Indonesia Recovertogetherrecoverstronger G20Indonesia2022 Groupoftwentyindonesia",0,0,Neutral
2022-10-06 12:34:51,nanha_Wulandari,"G20 Summit Bali, Tingkatkan Sektor Pariwisata Meningkatkan Drastis Nusa Tenggara G20indonesia Recovertogetherrecoverstronger G20indonesia2022 Groupoftwentyindonesia",0,0,Neutral
2022-10-06 12:15:49,jawapos,G20 Summit Bali Luhut meminta Bali mendaftar sekolah WFH online,0,0,Neutral
2022-10-06 12:12:06,kompascom,"Presiden Jokowi Meninjau Lokasi Nomor Mendukung KTT G20 Bali Jokowi, Hampir Siap",0.375,0.225,Positive
2022-10-06 12:04:01,tribunnewswiki,PT Astra Honda Motor Diberikan 20 Honda PCX Electric Units Badan Transportasi Provinsi Kendaraan Operasional Petugas Persiapan Implementasi KTT Presidensi G20 berlangsung Bali 15 November 1622,0,0,Neutral
2022-10-06 12:00:12,detikcom,Paket WFH Terkait G20 KTT Departemen Kepala Tenaga Kerja ESDM Bali Diakui Instruksi Diterima Melalui Detikbali,0.4,0,Neutral
2022-10-06 11:48:57,MenyusuriJalan,AHM Mempersiapkan 20 Operasi Kendaraan Listrik G20 Kepresidenan KTT Bali,0,0,Neutral
2022-10-06 11:39:05,liputan6dotcom,APOPON G20 Summit Construction Sanur Bali Laut Port 94 13 Persen,0,0,Neutral
2022-10-06 11:24:11,kompascom,KTT G20 Diadakan Bali 15 November 2022,0,0,Neutral
2022-10-06 11:17:42,sandiuno,340 MSM PLANTRAM PENGETAHUAN PENGETAHUAN Tanda seru ganda ganda datang langsung Koleksi Bali NUSA DUA Tinjauan Kegiatan Planogram menjadi Pameran Umkm Culinary Craft Fashion Subsector,0.325,0.225,Positive
2022-10-06 11:14:02,KompasEkonomi,ke depan G20 Summit PLN meningkatkan kesiapan listrik Bali,0,0,Neutral
2022-10-06 11:13:36,liputan6dotcom,Luhut meminta listrik G20 Bali Summit 100 persen minggu 2 Oktober,0,0,Neutral
2022-10-06 11:12:08,kompascom,Kementerian Kesehatan terus menyelesaikan layanan kesehatan di depan implementasi G20 KTT Konferensi Tingkat Tinggi Bali November mendatang,0.27,0.08,Positive
2022-10-06 10:51:52,RadioKesehatan,"Sistem Perawatan Ketiga Setidaknya 7 Rumah Sakit Internasional Mempersiapkan Rumah Sakit Rujukan KTT G20 Termasuk Prof. RSUP RSUP Noohah RS Udayana Hospital, Rumah Sakit Bali Mandara Rumah Sakit Bhayangkara Rumah Sakit Siloam Bimc Nusa Dua Rs Taki II Udayana",0.1333333333,-0.1,Negative
2022-10-06 10:49:58,RadioKesehatan,Implementasi Depan G20 KTT Konferensi Tingkat Tinggi Bali November mendatang Persiapan Berkelanjutan Satu Fokus Kementerian Kesehatan G20 KTT Maksimalkan Layanan Kesehatan KTTG20,0.27,0.08,Positive
2022-10-06 10:41:00,IDNdihatiku,"Pastikan G20 Summit Bali Presiden Sukses Jokowi Periksa Langsung G20 Summit Venue Week Tiga Tempat KTT G20, dan lain",0.4833333333,0.3166666667,Positive
2022-10-06 10:40:00,rakyatkuatt,"Pastikan G20 Summit Bali Presiden Sukses Jokowi Periksa Langsung G20 Summit Venue Week Tiga Tempat KTT G20, dan lain",0.4833333333,0.3166666667,Positive
2022-10-06 10:21:49,DiskominfoPWK,Mulai ICU APURVA 21 Hotel Delegasi Menginap Semalam Delegasi Tim Seluler VVIP Delegasi 7 Daerah Rumah Sakit Internasional Dirujuk Diskominfopurwakarta Purwakarta KTTG20 G20Indonesia KTTG20BALBALI,0.2857142857,0.1785714286,Positive
2022-10-06 10:21:47,DiskominfoPWK,Sampurasun Sobatnet Dukungan Khusus Keberhasilan G20 Indonesia Presidensi Presiden Menyediakan Layanan Kesehatan G20 Summit Bali 15 November 1622 Berbagai fasilitas kesehatan disiapkan,0.3571428571,0.219047619,Positive
2022-10-03 22:21:38,SINDOnews,Menparekraf Sandiaga Uno Akomodasi Kesiapan KTT G20 Bali Track Sindonews Sebaliknya,0,0,Neutral
2022-10-03 21:43:26,BUMNSerangJitu,Pertamina Ready Serve G20 Summit Delegation Bali November 2022 Membutuhkan Kendaraan Listrik G20 Gespertaminadukungg20 Kegiatan,0.5,0.2,Positive
2022-10-03 21:29:09,Laju_peTang,"Memastikan Presiden Host Kesiapan Bali Langsung Meninjau Lokasi G20 Pertemuan Presiden Juga Ingin Memastikan Agenda Rinci Agenda Agenda G20 Tutup Pertemuan Internasional Lainnya, yaitu KTT APEC ASEAN ASEAN",0.3125,0.175,Positive
2022-10-03 21:26:27,Laju_peTang,"Selain itu, pertemuan juga membahas kesiapan Bali detail sumur sesi waktu g20 puncak menurut Airlangg Indonesia berharap hasil keseluruhan diskusi g20 pemimpin dapat sederhana meringkas 34 paragraf",0.1785714286,0,Neutral
2022-10-03 21:23:03,Laju_peTang,Memegang Pertemuan Puncak G20 Negara -negara Bali November 2022 Mendekatkan Presiden Kabinet Pertemuan Terpimpin Menyelesaikan Berbagai Persiapan G20 KTT Merdeka Palace Jakarta Senin 3 Oktober 2022,0.5,0,Neutral
2022-10-03 20:41:41,Nov1R007,"Pastikan Kesiapan Bali Presiden Host Jokowi Langsung Mengamati Lokasi G20 Pertemuan Presiden Juga Ingin Memastikan Agenda Agenda Rinci Agenda G20 Tutup Waktu Tutup Pertemuan Internasional, yaitu KTT APEC ASEAN ASEAN",0.3125,0.175,Positive
2022-10-03 20:41:33,Nov1R007,"Selain itu, pertemuan juga membahas kesiapan Bali detail sumur sesi waktu g20 puncak menurut Airlangg Indonesia berharap hasil keseluruhan diskusi g20 pemimpin dapat sederhana meringkas 34 paragraf",0.1785714286,0,Neutral
2022-10-03 20:37:17,DamaiSulbar,firm acts splitting indonesian republic indonesia bali summit g20 damai lawanterorism tangkalradicalism merdeka pancasilardi nkrihargamati malaqbi melletediatonganang manakarra sulbarinfo sulbarmoderate polewalim majene mamuju mamuju mamasa mamasa,0.4,-0.2,Negative
2022-10-03 20:36:39,DamaiSulbar,Polisi Regional Bali Pastikan terus membawa patroli secara rutin Indonesia Bali Summit lawanterorisme damai Tangkalradicalism Merdeka pancasilardi nkrihargamati malaqbi melletediangangan manakarra sulbarinfo sulbarmoderat,0.5,0.25,Positive
2022-10-03 20:35:55,DamaiSulbar,"Kagumi nama persatuan kesatuan sila ketiga pancasila indonesia bali summit tangkalradicalism Merdeka pancasilardikalisme, basis negara nkrihargamati malaqbi melletedonganang manakarra sulbarinfo",0,0,Neutral
2022-10-03 20:35:09,DamaiSulbar,Selalu mendukung Polisi Nasional Indonesia Indonesia KTT Bali KTT G20 DAMAI LAWANTERORISME TANGKALRADIKISME MERDEKA PANCASILARDI NKRIHARGAMATI Malaqbi Melletediangangan Manakarra Sulbarinfo Sulbarmoderat Polewalim Majene MamuJuuan,0,0,Neutral
2022-10-03 20:34:32,DamaiSulbar,Indonesia Bali KTT G20 DAMAI LAWANTERORISME TANGKALRADIKISME MERDEKA PANCASILILADA NKRIHARGAMATI Malaqbi Melletediangang Manakarra Sulbarinter Sulbarmoderate Polewalimar Majene MamuJu Mamjuuan Mamasa Pasangkaya Topoyo,0,0,Neutral
2022-10-03 20:33:56,DamaiSulbar,"Waktu dapat mengubah globalisasi saat ini orang Indonesia terus berpegang teguh Pancasila Indonesia Bali Summit Tangkalradicalism Merdeka Pancasilardikalisme, Basis Negara Negara Nkrihargamati, Malaqbi Melletediangang Manakarra sulbarinfo",0.5,0.1,Positive
2022-10-03 20:33:03,DamaiSulbar,9 Bandara Indonesia menyambut 30 Indonesia VVIP 20 Indonesia Kuat Indonesia Indonesia Bali KTT G20 DAMAI LAWANTERORISME,0.7333333333,0.4333333333,Positive
2022-10-03 20:32:31,BTNTweet,Keamanan Sosialisasi Pesanan Umum Denpasar Selatan Depan,0.06666666667,0,Neutral
2022-10-03 20:32:24,DamaiSulbar,"12 Kapal Kapal Angkatan Laut Indonesia Melindungi KTT Bali 20 Indonesia Kuat Indonesia, Indonesia, Bali, G20 KTT Damai, Tangkalradicikalisme, Merdeka Pancasililhanggamati, Malaqbi Melletediangang Manakarra sulbarmoderat",0.6166666667,0.3416666667,Positive
2022-10-03 20:31:44,DamaiSulbar,"KTT DEPAN, 20 BMKG Mempersiapkan Skenario Terburuk Potensi Bencana Indonesia Indonesia, Indonesia Bali, G20 Damai Peace, Tangkalradicalism, Merdeka Pancasilar Pancasadan Nkrihargamati, Malaqbi Mellediatanang Manakarra Sulbarinfo",0.9111111111,-0.1888888889,Negative
2022-10-03 20:31:00,DamaiSulbar,Indonesia Saudara -saudari Indonesia Bali KTT G20 DAMAI LAWANTERORISME TANGKALRADIKISME MERDEKA PANCASILARDI NKRIHARGAMATI Malaqbi Melletediangang Manakarra Sulbarinter Sulbarinin,0,0,Neutral
2022-10-03 20:29:02,moderasikalbar,12 TNI Al Warships Guard Bali G20 Summit Bali Indonesiajanabersatu Nusantara Infokalbar Mediakalbar G20indonesia2022,0,0,Neutral
2022-10-03 20:13:54,BentangImaji,"Pastikan Kesiapan Bali Presiden Host Langsung Meninjau Lokasi G20 Pertemuan Presiden Ingin Pastikan Agenda Rinci Pertemuan KTT G20 Agenda Tutup Rapat Internasional, yaitu KTT ASEAN APEC",0.3125,0.175,Positive
2022-10-06 10:18:50,detikcom_bali,Disnaker Bali Menerima Instruksi WFH G20 Detikcom Summit Detikbali G20Indonesia2022,0,0,Neutral
2022-10-06 10:07:42,brimobbanten,DANSAT BANTEN POLISI Polisi Brigade Kombes Kombes Pol Adek Rojudin Kak H LED Kesiapan Apple Sumur Memeriksa Pasukan Membawa Keamanan G20 Summit Konferensi Tingkat Tinggi Bali Apple Diadakan Polisi Banten Mako Satbrimob Field Kamis 6 10 2022,0.54,0.16,Positive
2022-10-06 9:51:38,SonoraFM92,09 50 Beritasonora Civil 20 C20 Berhasil Memberikan Dokumen Paket Kebijakan C20 yang Berisi Rekomendasi Kebijakan Seri Berbagai Masalah G20 Pembukaan Hari C20 KTT Hilton Resorts Hotel Nusa Dua Bali,0.5,0,Neutral
2022-10-06 9:38:55,RanggaRama02,Pendaftaran G20 Summit Bali Provinsi 15 November 2022,0,0,Neutral
2022-10-06 9:22:55,abbas_respect,1 337 Jurnalis Asing Lokal Terdaftar Sampul G20 Summit Bali,0.0625,-0.0625,Negative
2022-10-06 9:12:04,klikvideo_com,Dukungan penuh G20 Summit Bali Dukungan Berita Bali Terbaru,0.725,0.425,Positive
2022-10-06 8:59:48,perpusnas1,Sahabatperpusnas Pemerintah Menyediakan Layanan Kesehatan G20 Summit Bali November Depan Berbagai Fasilitas Kesehatan Disiapkan Hotel Utama G20 KTT juga Hotel Delegasi Tinggal G20 Perpustakaan Nasional Indonesia,0.2777777778,0.05555555556,Positive
2022-10-06 8:50:51,LinaSianturi19,Gangguan Jaringan Telekomunikasi G20 Summit Bali Pengembangan Sukses,0.95,0.75,Positive
2022-10-06 8:38:18,Ddwie5,1 337 Jurnalis Asing Lokal Terdaftar Sampul G20 Summit Bali Mempersiapkan berbagai fasilitas jurnalis mencakup momentum puncak G20 Presiden Indonesia termasuk Kapasitas Pusat Media 1 500 Orang,0.18125,-0.05625,Negative
2022-10-06 8:34:46,DS_yantie,1 337 Jurnalis 215 Media Asing Lokal Liputan Terdaftar G20 KTT Konferensi Tingkat Tinggi Bali Provinsi 15 November 2022 G20 Situs Web,0.2216666667,0.01166666667,Positive
2022-10-06 8:19:35,Ddwie5,KTT SUKSES G20 Menteri Johnny Meningkatkan Kualitas Jaringan Telekomunikasi Mendukung Implementasi Keberhasilan G20 Summit Bali Kominfo Mendukung Infrastruktur Telekomunikasi Peningkatan Kecepatan Seluler Internet Fasilitasi Internet Fasilitasi 5G Ekspansi Jaringan 5G,0.475,0.525,Positive
2022-10-06 8:18:26,Dewi__Ku,Berhasil G20 Menteri KTT Johnny Meningkatkan Kualitas Jaringan Telekomunikasi Pemerintah Terus Menyiapkan Implementasi G20 Konferensi Tingkat Tinggi berlangsung Bali 15 November 2022,0.745,0.455,Positive
2022-10-06 8:17:25,ilyas09770199,Gangguan Jaringan Telekomunikasi G20 Summit Bali Pengembangan Sukses,0.95,0.75,Positive
2022-10-06 8:08:20,garuda080,PM Jepang Fumio Kishida menyatakan dukungan presiden G20 Indonesia termasuk mengadakan konferensi tingkat tinggi G20 diadakan Bali November 2022 Kepemimpinan Jokowi mengubah dampak positif Indonesia,0.5427272727,0.1936363636,Positive
2022-10-06 8:06:09,SerikatNewscom,Ready Succeed G20 Summit PLN Strategi Meningkatkan Keandalan Listrik Bali,0.5,0.2,Positive
2022-10-06 8:01:44,kalla_jengking,PM Jepang menyatakan dukungan Presiden G20 Perdana Menteri Indonesia PM Jepang Fumio Kishida menyatakan dukungan presiden G20 Indonesia termasuk mengadakan konferensi tingkat tinggi G20 diadakan Bali November 2022,0.54,0.16,Positive
2022-10-03 20:13:50,BentangImaji,Pertemuan juga membahas kesiapan Bali detail sumur sesi waktu G20 Summit Menurut Airlangga Indonesia Mengharapkan Hasil Keseluruhan Diskusi G20 Pemimpin dapat meringkas sederhana 34 paragraf,0.1785714286,0,Neutral
2022-10-03 20:09:04,liputan6dotcom,kesiapan hotel ke depan g20 summit bali sandiaga uno track,0,0,Neutral
2022-10-03 20:00:57,Zyanpatra,TNI Polri mengundang para pemimpin agama Bali Secure G20 Summit Kombes Bambang menanggapi,0.425,0.2,Positive
2022-10-03 20:00:05,jpnncom,TNI Polri Diundang Pemimpin Agama Bali Kursus Aman G20 KTT Kombes Bambang Yugo Pamungkas Menanggapi,0.425,0.2,Positive
2022-10-03 19:16:38,sherlynlyn_,Harus Memperkuat G20 Sektor Perdagangan KTT Bali Sukses Safe G20Indonesia Recovertogetherrecoverstronar G20Indonesia2022 Groupoftwentyindonesia,0.375,0.4333333333,Positive
2022-10-03 19:15:26,sherlynlyn_,Harus satu suara dunia yang lebih baik KTT G20 Bali Sukses Safe G20Indonesia Recovertogetherrecoverstronger G20Indonesia2022 Groupoftwentyindonesia,0.65,0.5833333333,Positive
2022-10-03 19:14:56,sherlynlyn_,Semoga semakin meningkat produk lokal MLuku Summit G20 Bali Sukses Safe G20indonesia Recovertogetherrecoverstronar G20Indonesia2022 Groupoftwentyindonesia,0.1666666667,0.2666666667,Positive
2022-10-03 19:14:32,sherlynlyn_,Budaya Indonesia Harus Disoroti KTT G20 Bali Sukses Aman G20indonesia Recovertogetherrecoverstronar G20Indonesia2022 Groupoftwentyindonesia,0.25,0.4,Positive
2022-10-03 19:14:15,sherlynlyn_,Manteupp Babell Host G20 DMM Summit G20 Bali Sukses Safe G20Indonesia RecovertogetherRecoverstronger G20Indonesia2022 Groupoftwentyindonesia,0.25,0.4,Positive
2022-10-03 19:01:54,ekonomimaju,Koordinasi Menteri Ekonomi Menjelaskan Pemegang Indonesia G20 Presiden Lanjutan Monitor Perkembangan Global Termasuk Situasi Geopolitik Depan Implementasi G20 Konferensi tingkat tinggi diadakan Bali November mendatang,0.18,0.05333333333,Positive
2022-10-03 18:58:30,kanim_singaraja,Gusti Ngurah Rai Bandara Pulau Utama Pulau Gerbang Bali Peran Penting Mendukung Implementasi G20 KTT,0.5277777778,0.2722222222,Positive
2022-10-03 18:58:10,kanim_singaraja,Badung unggul G20 Kegiatan Konferensi Tinggi -Tinggi Diadakan Direktur Penjabat Provinsi Bali Hukum Kementerian Imigrasi Hak Asasi Manusia Prof. Widodo Ekatjahjana H House,0.285,0.0525,Positive
2022-10-03 18:42:50,Cak_X01,"Pastikan kesiapan Bali Host Presiden Lokasi Tinjauan G20 Pertemuan Presiden Juga Ingin Pastikan Agenda Rinci Agenda G20 KTT Pertemuan Tutup Internasional, yaitu KTT ASEAN APEC",0.2833333333,0.2,Positive
2022-10-03 18:42:27,Cak_X01,Memegang Pertemuan Puncak G20 Negara Bali November 2022 Presiden Lebih Dekat Kabinet Pemimpin Kabinet Menyelesaikan Berbagai Persiapan G20 KTT Merdeka Palace Senin 3 Oktober 2022,0.5,0,Neutral
2022-10-03 18:31:57,reginanaung,Indonesia Ready Host G20 Suara Bali G20Indonesia RecoverTogerCoverstronger G20Indonesia2022 Groupoftwentyindonesia,0.5,0.2,Positive
